|   idx | short_name                                         |               start_ns |                 end_ns |    duration_ns |   stream | category             | grid             | block            | reg... | shared_me... | comm_algorithm | comm_si... | transfer_bytes | transfer_kind  | full_name                                                                                                                                                                                                |
|   887 | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256... |       3523299774861108 |       3523299774868756 |           7648 |       23 | compute_kernel       | 56x8x1           | 512x1x1          |    128 |       124672 |                |            |                |                | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_s6_et128x8_m128x8x64_cga1x1x1_16dp256b_rM_TN_transOut_schedP2x1x2x3_biasM_bN_tmaOpt_clmp_dynBatch_sm100f                                                 |
|   888 | void moe::dev::finalize::finalizeKernel<moe::de... |       3523299774867220 |       3523299774871028 |           3808 |       23 | compute_kernel       | 28x1x1           | 256x1x1          |     32 |            0 |                |            |                |                | void moe::dev::finalize::finalizeKernel<moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, 4, true> >(moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16... |
|   889 | triton_poi_fused_add_mul_0                         |       3523299774871380 |       3523299774872724 |           1344 |       23 | compute_kernel       | 7x1x1            | 128x1x1          |     26 |            0 |                |            |                |                | triton_poi_fused_add_mul_0                                                                                                                                                                               |
|   890 | void flashinfer::trtllm_allreduce_fusion::allre... |       3523299774872980 |       3523299774882516 |           9536 |       23 | communication        | 4x1x1            | 224x1x1          |     62 |          136 | oneshot        |          8 |                |                | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 8, true, true>(flashinfer::trtllm_al... |
|   891 | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                 |       3523299774882836 |       3523299774901812 |          18976 |       23 | compute_kernel       | 132x1x1          | 256x1x1          |    168 |       172552 |                |            |                |                | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                       |
|   892 | triton_poi_fused_1                                 |       3523299774902132 |       3523299774903892 |           1760 |       23 | compute_kernel       | 1x1x1            | 128x1x1          |     40 |            0 |                |            |                |                | triton_poi_fused_1                                                                                                                                                                                       |
|   893 | triton_red_fused_2                                 |       3523299774904212 |       3523299774906484 |           2272 |       23 | compute_kernel       | 2x1x1            | 512x1x1          |     20 |           64 |                |            |                |                | triton_red_fused_2                                                                                                                                                                                       |
|   894 | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                 |       3523299774906804 |       3523299774912180 |           5376 |       23 | compute_kernel       | 96x1x1           | 256x1x1          |    168 |       172552 |                |            |                |                | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                       |
|   895 | triton_poi_fused_add_clone_copy_expand_index_mu... |       3523299774912500 |       3523299774914708 |           2208 |       23 | compute_kernel       | 2x1x1            | 128x1x1          |     56 |            0 |                |            |                |                | triton_poi_fused_add_clone_copy_expand_index_mul_neg_slice_split_stack_unsqueeze_view_3                                                                                                                  |
|   896 | void vllm::concat_and_cache_mla_kernel<__nv_bfl... |       3523299774915252 |       3523299774917556 |           2304 |       23 | compute_kernel       | 1x1x1            | 512x1x1          |     30 |            0 |                |            |                |                | void vllm::concat_and_cache_mla_kernel<__nv_bfloat16, unsigned char, (vllm::Fp8KVCacheDataType)1>(__nv_bfloat16 const*, __nv_bfloat16 const*, unsigned char*, long const*, int, int, int, int, int, i... |
|   897 | nvjet_tst_64x8_64x16_4x1_v_bz_NNT                  |       3523299774917908 |       3523299774920788 |           2880 |       23 | compute_kernel       | 64x1x1           | 256x1x1          |    168 |       164360 |                |            |                |                | nvjet_tst_64x8_64x16_4x1_v_bz_NNT                                                                                                                                                                        |
|   898 | triton_poi_fused__to_copy_cat_clamp_mul_recipro... |       3523299774921108 |       3523299774922772 |           1664 |       23 | compute_kernel       | 18x1x1           | 128x1x1          |     32 |            0 |                |            |                |                | triton_poi_fused__to_copy_cat_clamp_mul_reciprocal_view_0                                                                                                                                                |
|   899 | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVP... |       3523299774922772 |       3523299774931924 |           9152 |       23 | compute_kernel       | 74x2x1           | 512x1x1          |    128 |       161456 |                |            |                |                | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPerCta256PagedKvDenseP64MultiCtasKvVarSeqQ8Kv128StaticSwapsAbForGen                                                                                        |
|   900 | nvjet_tst_8x64_64x16_4x1_v_bz_TNN                  |       3523299774932244 |       3523299774936020 |           3776 |       23 | compute_kernel       | 128x1x1          | 256x1x1          |    168 |       156168 |                |            |                |                | nvjet_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                        |
|   901 | nvjet_tst_64x8_64x16_4x1_v_bz_TNT                  |       3523299774936372 |       3523299774942068 |           5696 |       23 | compute_kernel       | 112x1x1          | 256x1x1          |    168 |       164360 |                |            |                |                | nvjet_tst_64x8_64x16_4x1_v_bz_TNT                                                                                                                                                                        |
|   902 | void flashinfer::trtllm_allreduce_fusion::allre... |       3523299774941972 |       3523299774948788 |           6816 |       23 | communication        | 4x1x1            | 224x1x1          |     62 |          136 | oneshot        |          8 |                |                | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 8, true, true>(flashinfer::trtllm_al... |
|   903 | memcpy32_post                                      |       3523299774949204 |       3523299774950644 |           1440 |       23 | memory_transfer      | 14x1x1           | 256x1x1          |     16 |            0 |                |            |                | kernel_memcpy  | memcpy32_post                                                                                                                                                                                            |
|   904 | nvjet_tst_8x64_64x16_4x1_v_bz_TNN                  |       3523299774951252 |       3523299774962292 |          11040 |       23 | compute_kernel       | 48x1x1           | 256x1x1          |    168 |       156168 |                |            |                |                | nvjet_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                        |
|   905 | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false... |       3523299774951284 |       3523299774954068 |           2784 |     5518 | compute_kernel       | 128x1x1          | 448x1x1          |     31 |            0 |                |            |                |                | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                                        |
|   906 | _ZN7cutlass13device_kernelIN10flashinfer4gemm57... |       3523299774954036 |       3523299774963508 |           9472 |     5518 | compute_kernel       | 1x8x1            | 256x1x1          |     81 |       218112 |                |            |                |                | _ZN7cutlass13device_kernelIN10flashinfer4gemm57DeviceGemmFp4GemmSm100___nv_bfloat16_128_64_128_1_2_1_1SM12Sm10x11xOnlyINS_4gemm6kernel13GemmUniversalIN4cute5tupleIJiiiiEEENS5_10collective13Collecti... |
|   907 | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat... |       3523299774962740 |       3523299774965684 |           2944 |       23 | compute_kernel       | 1x1x1            | 448x1x1          |     29 |            0 |                |            |                |                | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                               |
|   908 | triton_poi_fused_mul_silu_slice_0                  |       3523299774963988 |       3523299774965748 |           1760 |     5518 | compute_kernel       | 1x1x1            | 128x1x1          |     16 |            0 |                |            |                |                | triton_poi_fused_mul_silu_slice_0                                                                                                                                                                        |
|   909 | void at::native::vectorized_elementwise_kernel<... |       3523299774965844 |       3523299774968212 |           2368 |       23 | compute_kernel       | 1x1x1            | 128x1x1          |     32 |            0 |                |            |                |                | void at::native::vectorized_elementwise_kernel<8, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::bfloat16_copy_kernel_c... |
|   910 | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false... |       3523299774966324 |       3523299774968020 |           1696 |     5518 | compute_kernel       | 128x1x1          | 16x1x1           |     31 |            0 |                |            |                |                | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                                        |
|   911 | _ZN7cutlass13device_kernelIN10flashinfer4gemm58... |       3523299774968020 |       3523299774972436 |           4416 |     5518 | compute_kernel       | 1x56x1           | 256x1x1          |    109 |       201728 |                |            |                |                | _ZN7cutlass13device_kernelIN10flashinfer4gemm58DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_1_2_1_1SM12Sm10x11xOnlyINS_4gemm6kernel13GemmUniversalIN4cute5tupleIJiiiiEEENS5_10collective13Collect... |
|   912 | void at::native::unrolled_elementwise_kernel<at... |       3523299774968820 |       3523299774971572 |           2752 |       23 | compute_kernel       | 1x1x1            | 128x1x1          |     30 |            0 |                |            |                |                | void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std... |
|   913 | void moe::dev::routing::routingDeepSeek::routin... |       3523299774971764 |       3523299774975956 |           4192 |       23 | compute_kernel       | 1x1x1            | 384x1x1          |     32 |         3296 |                |            |                |                | void moe::dev::routing::routingDeepSeek::routingMainKernel<moe::dev::routing::routingDeepSeek::KernelParams<float, __nv_bfloat16, __nv_bfloat16, 384, 8, false, true, true> >(moe::dev::routing::rout... |
|   914 | void moe::dev::routing::routingDeepSeek::routin... |       3523299774973172 |       3523299774978516 |           5344 |       23 | compute_kernel       | 8x1x1            | 384x1x1          |     40 |         3200 |                |            |                |                | void moe::dev::routing::routingDeepSeek::routingIndicesClusterKernel<moe::dev::routing::routingDeepSeek::KernelParams<float, __nv_bfloat16, __nv_bfloat16, 384, 8, false, true, true> >(moe::dev::rou... |
|   915 | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x51... |       3523299774978324 |       3523299774987956 |           9632 |       23 | compute_kernel       | 4x8x1            | 512x1x1          |    128 |       202240 |                |            |                |                | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512u2_s5_et128x8_m128x8x64_cga1x1x1_16dp256b_rM_TN_transOut_schedS_biasM_bN_ldgsts_tmaOpt_clmp_swiGlu_dynBatch_sm100f                                       |
|   916 | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256... |       3523299774983892 |       3523299774991988 |           8096 |       23 | compute_kernel       | 56x8x1           | 512x1x1          |    128 |       124672 |                |            |                |                | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_s6_et128x8_m128x8x64_cga1x1x1_16dp256b_rM_TN_transOut_schedP2x1x2x3_biasM_bN_tmaOpt_clmp_dynBatch_sm100f                                                 |
|   917 | void moe::dev::finalize::finalizeKernel<moe::de... |       3523299774990325 |       3523299774994484 |           4159 |       23 | compute_kernel       | 28x1x1           | 256x1x1          |     32 |            0 |                |            |                |                | void moe::dev::finalize::finalizeKernel<moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, 4, true> >(moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16... |
|   918 | triton_poi_fused_add_mul_0                         |       3523299774994804 |       3523299774996148 |           1344 |       23 | compute_kernel       | 7x1x1            | 128x1x1          |     26 |            0 |                |            |                |                | triton_poi_fused_add_mul_0                                                                                                                                                                               |
|   919 | void flashinfer::trtllm_allreduce_fusion::allre... |       3523299774996148 |       3523299775004980 |           8832 |       23 | communication        | 4x1x1            | 224x1x1          |     62 |          136 | oneshot        |          8 |                |                | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 8, true, true>(flashinfer::trtllm_al... |
|   920 | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                 |       3523299775005300 |       3523299775023732 |          18432 |       23 | compute_kernel       | 132x1x1          | 256x1x1          |    168 |       172552 |                |            |                |                | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                       |
|   921 | triton_poi_fused_1                                 |       3523299775024052 |       3523299775025684 |           1632 |       23 | compute_kernel       | 1x1x1            | 128x1x1          |     40 |            0 |                |            |                |                | triton_poi_fused_1                                                                                                                                                                                       |
|   922 | triton_red_fused_2                                 |       3523299775026164 |       3523299775028469 |           2305 |       23 | compute_kernel       | 2x1x1            | 512x1x1          |     20 |           64 |                |            |                |                | triton_red_fused_2                                                                                                                                                                                       |
|   923 | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                 |       3523299775028788 |       3523299775033909 |           5121 |       23 | compute_kernel       | 96x1x1           | 256x1x1          |    168 |       172552 |                |            |                |                | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                       |
|   924 | triton_poi_fused_add_clone_copy_expand_index_mu... |       3523299775034228 |       3523299775036245 |           2017 |       23 | compute_kernel       | 2x1x1            | 128x1x1          |     56 |            0 |                |            |                |                | triton_poi_fused_add_clone_copy_expand_index_mul_neg_slice_split_stack_unsqueeze_view_3                                                                                                                  |
|   925 | void vllm::concat_and_cache_mla_kernel<__nv_bfl... |       3523299775036596 |       3523299775038709 |           2113 |       23 | compute_kernel       | 1x1x1            | 512x1x1          |     30 |            0 |                |            |                |                | void vllm::concat_and_cache_mla_kernel<__nv_bfloat16, unsigned char, (vllm::Fp8KVCacheDataType)1>(__nv_bfloat16 const*, __nv_bfloat16 const*, unsigned char*, long const*, int, int, int, int, int, i... |
|   926 | nvjet_tst_64x8_64x16_4x1_v_bz_NNT                  |       3523299775039060 |       3523299775042068 |           3008 |       23 | compute_kernel       | 64x1x1           | 256x1x1          |    168 |       164360 |                |            |                |                | nvjet_tst_64x8_64x16_4x1_v_bz_NNT                                                                                                                                                                        |
|   927 | triton_poi_fused__to_copy_cat_clamp_mul_recipro... |       3523299775042388 |       3523299775044052 |           1664 |       23 | compute_kernel       | 18x1x1           | 128x1x1          |     32 |            0 |                |            |                |                | triton_poi_fused__to_copy_cat_clamp_mul_reciprocal_view_0                                                                                                                                                |
|   928 | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVP... |       3523299775044052 |       3523299775053236 |           9184 |       23 | compute_kernel       | 74x2x1           | 512x1x1          |    128 |       161456 |                |            |                |                | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPerCta256PagedKvDenseP64MultiCtasKvVarSeqQ8Kv128StaticSwapsAbForGen                                                                                        |
|   929 | nvjet_tst_8x64_64x16_4x1_v_bz_TNN                  |       3523299775053556 |       3523299775057332 |           3776 |       23 | compute_kernel       | 128x1x1          | 256x1x1          |    168 |       156168 |                |            |                |                | nvjet_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                        |
|   930 | nvjet_tst_64x8_64x16_4x1_v_bz_TNT                  |       3523299775057620 |       3523299775062997 |           5377 |       23 | compute_kernel       | 112x1x1          | 256x1x1          |    168 |       164360 |                |            |                |                | nvjet_tst_64x8_64x16_4x1_v_bz_TNT                                                                                                                                                                        |
|   931 | void flashinfer::trtllm_allreduce_fusion::allre... |       3523299775063028 |       3523299775071541 |           8513 |       23 | communication        | 4x1x1            | 224x1x1          |     62 |          136 | oneshot        |          8 |                |                | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 8, true, true>(flashinfer::trtllm_al... |
|   932 | memcpy32_post                                      |       3523299775071956 |       3523299775073429 |           1473 |       23 | memory_transfer      | 14x1x1           | 256x1x1          |     16 |            0 |                |            |                | kernel_memcpy  | memcpy32_post                                                                                                                                                                                            |
|   933 | nvjet_tst_8x64_64x16_4x1_v_bz_TNN                  |       3523299775073749 |       3523299775084661 |          10912 |       23 | compute_kernel       | 48x1x1           | 256x1x1          |    168 |       156168 |                |            |                |                | nvjet_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                        |
|   934 | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false... |       3523299775073780 |       3523299775077204 |           3424 |     5518 | compute_kernel       | 128x1x1          | 448x1x1          |     31 |            0 |                |            |                |                | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                                        |
|   935 | _ZN7cutlass13device_kernelIN10flashinfer4gemm57... |       3523299775077076 |       3523299775086197 |           9121 |     5518 | compute_kernel       | 1x8x1            | 256x1x1          |     81 |       218112 |                |            |                |                | _ZN7cutlass13device_kernelIN10flashinfer4gemm57DeviceGemmFp4GemmSm100___nv_bfloat16_128_64_128_1_2_1_1SM12Sm10x11xOnlyINS_4gemm6kernel13GemmUniversalIN4cute5tupleIJiiiiEEENS5_10collective13Collecti... |
|   936 | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat... |       3523299775085109 |       3523299775087796 |           2687 |       23 | compute_kernel       | 1x1x1            | 448x1x1          |     29 |            0 |                |            |                |                | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                               |
|   937 | triton_poi_fused_mul_silu_slice_0                  |       3523299775086677 |       3523299775088853 |           2176 |     5518 | compute_kernel       | 1x1x1            | 128x1x1          |     16 |            0 |                |            |                |                | triton_poi_fused_mul_silu_slice_0                                                                                                                                                                        |
|   938 | void at::native::vectorized_elementwise_kernel<... |       3523299775088373 |       3523299775090772 |           2399 |       23 | compute_kernel       | 1x1x1            | 128x1x1          |     32 |            0 |                |            |                |                | void at::native::vectorized_elementwise_kernel<8, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::bfloat16_copy_kernel_c... |
|   939 | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false... |       3523299775089332 |       3523299775091637 |           2305 |     5518 | compute_kernel       | 128x1x1          | 16x1x1           |     31 |            0 |                |            |                |                | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                                        |
|   940 | void at::native::unrolled_elementwise_kernel<at... |       3523299775091220 |       3523299775094709 |           3489 |       23 | compute_kernel       | 1x1x1            | 128x1x1          |     30 |            0 |                |            |                |                | void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std... |
|   941 | _ZN7cutlass13device_kernelIN10flashinfer4gemm58... |       3523299775092213 |       3523299775096820 |           4607 |     5518 | compute_kernel       | 1x56x1           | 256x1x1          |    109 |       201728 |                |            |                |                | _ZN7cutlass13device_kernelIN10flashinfer4gemm58DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_1_2_1_1SM12Sm10x11xOnlyINS_4gemm6kernel13GemmUniversalIN4cute5tupleIJiiiiEEENS5_10collective13Collect... |
|   942 | void moe::dev::routing::routingDeepSeek::routin... |       3523299775094837 |       3523299775099061 |           4224 |       23 | compute_kernel       | 1x1x1            | 384x1x1          |     32 |         3296 |                |            |                |                | void moe::dev::routing::routingDeepSeek::routingMainKernel<moe::dev::routing::routingDeepSeek::KernelParams<float, __nv_bfloat16, __nv_bfloat16, 384, 8, false, true, true> >(moe::dev::routing::rout... |
|   943 | void moe::dev::routing::routingDeepSeek::routin... |       3523299775096117 |       3523299775101492 |           5375 |       23 | compute_kernel       | 8x1x1            | 384x1x1          |     40 |         3200 |                |            |                |                | void moe::dev::routing::routingDeepSeek::routingIndicesClusterKernel<moe::dev::routing::routingDeepSeek::KernelParams<float, __nv_bfloat16, __nv_bfloat16, 384, 8, false, true, true> >(moe::dev::rou... |
|   944 | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x51... |       3523299775101332 |       3523299775110836 |           9504 |       23 | compute_kernel       | 4x8x1            | 512x1x1          |    128 |       202240 |                |            |                |                | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512u2_s5_et128x8_m128x8x64_cga1x1x1_16dp256b_rM_TN_transOut_schedS_biasM_bN_ldgsts_tmaOpt_clmp_swiGlu_dynBatch_sm100f                                       |
|   945 | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256... |       3523299775106932 |       3523299775114549 |           7617 |       23 | compute_kernel       | 56x8x1           | 512x1x1          |    128 |       124672 |                |            |                |                | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_s6_et128x8_m128x8x64_cga1x1x1_16dp256b_rM_TN_transOut_schedP2x1x2x3_biasM_bN_tmaOpt_clmp_dynBatch_sm100f                                                 |
|   946 | void moe::dev::finalize::finalizeKernel<moe::de... |       3523299775113012 |       3523299775117013 |           4001 |       23 | compute_kernel       | 28x1x1           | 256x1x1          |     32 |            0 |                |            |                |                | void moe::dev::finalize::finalizeKernel<moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, 4, true> >(moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16... |
|   947 | triton_poi_fused_add_mul_0                         |       3523299775117493 |       3523299775118997 |           1504 |       23 | compute_kernel       | 7x1x1            | 128x1x1          |     26 |            0 |                |            |                |                | triton_poi_fused_add_mul_0                                                                                                                                                                               |
|   948 | void flashinfer::trtllm_allreduce_fusion::allre... |       3523299775118997 |       3523299775129557 |          10560 |       23 | communication        | 4x1x1            | 224x1x1          |     62 |          136 | oneshot        |          8 |                |                | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 8, true, true>(flashinfer::trtllm_al... |
|   949 | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                 |       3523299775129909 |       3523299775148213 |          18304 |       23 | compute_kernel       | 132x1x1          | 256x1x1          |    168 |       172552 |                |            |                |                | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                       |
|   950 | triton_poi_fused_1                                 |       3523299775148565 |       3523299775150325 |           1760 |       23 | compute_kernel       | 1x1x1            | 128x1x1          |     40 |            0 |                |            |                |                | triton_poi_fused_1                                                                                                                                                                                       |
|   951 | triton_red_fused_2                                 |       3523299775150677 |       3523299775152949 |           2272 |       23 | compute_kernel       | 2x1x1            | 512x1x1          |     20 |           64 |                |            |                |                | triton_red_fused_2                                                                                                                                                                                       |
|   952 | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                 |       3523299775153269 |       3523299775158869 |           5600 |       23 | compute_kernel       | 96x1x1           | 256x1x1          |    168 |       172552 |                |            |                |                | nvjet_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                       |
|   953 | triton_poi_fused_add_clone_copy_expand_index_mu... |       3523299775159189 |       3523299775161205 |           2016 |       23 | compute_kernel       | 2x1x1            | 128x1x1          |     56 |            0 |                |            |                |                | triton_poi_fused_add_clone_copy_expand_index_mul_neg_slice_split_stack_unsqueeze_view_3                                                                                                                  |
|   954 | void vllm::concat_and_cache_mla_kernel<__nv_bfl... |       3523299775161397 |       3523299775163573 |           2176 |       23 | compute_kernel       | 1x1x1            | 512x1x1          |     30 |            0 |                |            |                |                | void vllm::concat_and_cache_mla_kernel<__nv_bfloat16, unsigned char, (vllm::Fp8KVCacheDataType)1>(__nv_bfloat16 const*, __nv_bfloat16 const*, unsigned char*, long const*, int, int, int, int, int, i... |
|   955 | nvjet_tst_64x8_64x16_4x1_v_bz_NNT                  |       3523299775164085 |       3523299775166933 |           2848 |       23 | compute_kernel       | 64x1x1           | 256x1x1          |    168 |       164360 |                |            |                |                | nvjet_tst_64x8_64x16_4x1_v_bz_NNT                                                                                                                                                                        |
|   956 | triton_poi_fused__to_copy_cat_clamp_mul_recipro... |       3523299775167253 |       3523299775169077 |           1824 |       23 | compute_kernel       | 18x1x1           | 128x1x1          |     32 |            0 |                |            |                |                | triton_poi_fused__to_copy_cat_clamp_mul_reciprocal_view_0                                                                                                                                                |
|   957 | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVP... |       3523299775169077 |       3523299775178133 |           9056 |       23 | compute_kernel       | 74x2x1           | 512x1x1          |    128 |       161456 |                |            |                |                | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPerCta256PagedKvDenseP64MultiCtasKvVarSeqQ8Kv128StaticSwapsAbForGen                                                                                        |
|   958 | nvjet_tst_8x64_64x16_4x1_v_bz_TNN                  |       3523299775178453 |       3523299775181877 |           3424 |       23 | compute_kernel       | 128x1x1          | 256x1x1          |    168 |       156168 |                |            |                |                | nvjet_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                        |
|   959 | nvjet_tst_64x8_64x16_4x1_v_bz_TNT                  |       3523299775182197 |       3523299775187605 |           5408 |       23 | compute_kernel       | 112x1x1          | 256x1x1          |    168 |       164360 |                |            |                |                | nvjet_tst_64x8_64x16_4x1_v_bz_TNT                                                                                                                                                                        |
|   960 | void flashinfer::trtllm_allreduce_fusion::allre... |       3523299775187413 |       3523299775196949 |           9536 |       23 | communication        | 4x1x1            | 224x1x1          |     62 |          136 | oneshot        |          8 |                |                | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 8, true, true>(flashinfer::trtllm_al... |
|   961 | memcpy32_post                                      |       3523299775197333 |       3523299775198549 |           1216 |       23 | memory_transfer      | 14x1x1           | 256x1x1          |     16 |            0 |                |            |                | kernel_memcpy  | memcpy32_post                                                                                                                                                                                            |
|   962 | nvjet_tst_8x64_64x16_4x1_v_bz_TNN                  |       3523299775198869 |       3523299775209717 |          10848 |       23 | compute_kernel       | 48x1x1           | 256x1x1          |    168 |       156168 |                |            |                |                | nvjet_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                        |
|   963 | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false... |       3523299775199125 |       3523299775201269 |           2144 |     5518 | compute_kernel       | 128x1x1          | 448x1x1          |     31 |            0 |                |            |                |                | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                                        |
|   964 | _ZN7cutlass13device_kernelIN10flashinfer4gemm57... |       3523299775201365 |       3523299775210773 |           9408 |     5518 | compute_kernel       | 1x8x1            | 256x1x1          |     81 |       218112 |                |            |                |                | _ZN7cutlass13device_kernelIN10flashinfer4gemm57DeviceGemmFp4GemmSm100___nv_bfloat16_128_64_128_1_2_1_1SM12Sm10x11xOnlyINS_4gemm6kernel13GemmUniversalIN4cute5tupleIJiiiiEEENS5_10collective13Collecti... |
|   965 | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat... |       3523299775210197 |       3523299775213205 |           3008 |       23 | compute_kernel       | 1x1x1            | 448x1x1          |     29 |            0 |                |            |                |                | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                               |
|   966 | triton_poi_fused_mul_silu_slice_0                  |       3523299775211253 |       3523299775213685 |           2432 |     5518 | compute_kernel       | 1x1x1            | 128x1x1          |     16 |            0 |                |            |                |                | triton_poi_fused_mul_silu_slice_0                                                                                                                                                                        |
