# GPU Operations Trace - nvidia/Kimi-K2.5-NVFP4 on vLLM (GPU 0)
# Trace: trace-vllm-nvidia__Kimi-K2.5-NVFP4-tp_8-isl_4-osl_1024-b_1-mode_kimi_k25_nvfp4_b200.sqlite
# Total ops on device 0: 89772 | Showing last 1000 (steady-state)
# Time window: 731620171 .. 778401251 ns
# Categories: {'compute_kernel': 920, 'communication': 68, 'memory_transfer': 12}
#
+-----+----------------------------------------------------+-----------+-----------+-------------+--------+-----------------+-------+-------+------+--------+-----------+-----------+------------+-----------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| idx | short_name                                         | start_ns  | end_ns    | duration_ns | stream | category        | grid  | block | regs | shmem  | comm_algo | comm_size | xfer_bytes | xfer_kind | full_name                                                                                                                                                                                                |
| 817 | finalizeKernel                                     | 734377646 | 734381838 | 4192        | 23     | compute_kernel  | 28    | 256   | 32   | 0      |           |           |            |           | void moe::dev::finalize::finalizeKernel<moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, (int)4, (bool)1>>(T1)                                                                 |
| 818 | triton_poi_fused_add_mul_0                         | 734382318 | 734383853 | 1535        | 23     | compute_kernel  | 7     | 128   | 26   | 0      |           |           |            |           | triton_poi_fused_add_mul_0                                                                                                                                                                               |
| 819 | allreduce_fusion_kernel_oneshot_lamport            | 734383854 | 734392942 | 9088        | 23     | communication   | 4     | 224   | 62   | 136    | allreduce | 896       |            |           | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, (int)8, (bool)1, (bool)1>(flashinfer:.. |
| 820 | fused_a_gemm_kernel                                | 734393358 | 734400654 | 7296        | 23     | compute_kernel  | 132   | 256   | 48   | 197632 |           |           |            |           | void fused_a_gemm_kernel<(int)1, (int)2112, (int)7168, (int)16, (int)8, (int)256, (int)16>(__nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, int)                                           |
| 821 | triton_poi_fused_1                                 | 734400974 | 734402894 | 1920        | 23     | compute_kernel  | 1     | 128   | 47   | 0      |           |           |            |           | triton_poi_fused_1                                                                                                                                                                                       |
| 822 | triton_red_fused_2                                 | 734403246 | 734405582 | 2336        | 23     | compute_kernel  | 2     | 512   | 26   | 8192   |           |           |            |           | triton_red_fused_2                                                                                                                                                                                       |
| 823 | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN           | 734405646 | 734411214 | 5568        | 23     | compute_kernel  | 96    | 256   | 255  | 172552 |           |           |            |           | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                 |
| 824 | triton_poi_fused_add_clone_copy_expand_index_mul.. | 734411534 | 734413454 | 1920        | 23     | compute_kernel  | 2     | 128   | 56   | 0      |           |           |            |           | triton_poi_fused_add_clone_copy_expand_index_mul_neg_slice_split_stack_unsqueeze_view_3                                                                                                                  |
| 825 | concat_and_cache_mla_kernel                        | 734413774 | 734416014 | 2240        | 23     | compute_kernel  | 1     | 512   | 30   | 0      |           |           |            |           | void vllm::concat_and_cache_mla_kernel<__nv_bfloat16, unsigned char, (vllm::Fp8KVCacheDataType)1>(const T1 *, const T1 *, T2 *, const long *, int, int, int, int, int, int, int, const float *)          |
| 826 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_NNT            | 734416206 | 734419054 | 2848        | 23     | compute_kernel  | 64    | 256   | 255  | 156168 |           |           |            |           | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_NNT                                                                                                                                                                  |
| 827 | triton_poi_fused__to_copy_cat_clamp_mul_reciproc.. | 734419374 | 734421198 | 1824        | 23     | compute_kernel  | 18    | 128   | 16   | 0      |           |           |            |           | triton_poi_fused__to_copy_cat_clamp_mul_reciprocal_view_0                                                                                                                                                |
| 828 | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPe.. | 734421166 | 734430702 | 9536        | 23     | compute_kernel  | 74x2  | 512   | 128  | 161456 |           |           |            |           | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPerCta256PagedKvDenseP32MultiCtasKvVarSeqQ8Kv128StaticSwapsAbForGen                                                                                        |
| 829 | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN            | 734430286 | 734434094 | 3808        | 23     | compute_kernel  | 128   | 256   | 255  | 156168 |           |           |            |           | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                  |
| 830 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT            | 734432942 | 734438190 | 5248        | 23     | compute_kernel  | 112   | 256   | 255  | 156168 |           |           |            |           | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT                                                                                                                                                                  |
| 831 | allreduce_fusion_kernel_oneshot_lamport            | 734436686 | 734444654 | 7968        | 23     | communication   | 4     | 224   | 62   | 136    | allreduce | 896       |            |           | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, (int)8, (bool)1, (bool)1>(flashinfer:.. |
| 832 | router_gemm_kernel_float_output                    | 734445006 | 734447854 | 2848        | 23     | compute_kernel  | 384   | 128   | 64   | 16     |           |           |            |           | void router_gemm_kernel_float_output<__nv_bfloat16, (int)128, (int)8, (int)1, (int)384, (int)7168>(float *, const T1 *, const T1 *)                                                                      |
| 833 | vectorized_elementwise_kernel                      | 734445326 | 734446702 | 1376        | 3649   | compute_kernel  | 14    | 128   | 16   | 0      |           |           |            |           | void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)                                                                  |
| 834 | cvt_fp16_to_fp4                                    | 734447342 | 734449454 | 2112        | 3649   | compute_kernel  | 128x2 | 512   | 32   | 0      |           |           |            |           | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, (bool)0>(int, int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                                             |
| 835 | vectorized_elementwise_kernel                      | 734448270 | 734450254 | 1984        | 23     | compute_kernel  | 1     | 128   | 16   | 0      |           |           |            |           | void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, std::array<char *, (unsigned long)1>>(int, T2, T3)                                                        |
| 836 | device_kernel                                      | 734449294 | 734458446 | 9152        | 3649   | compute_kernel  | 1x8   | 256   | 81   | 218112 |           |           |            |           | void cutlass::device_kernel<flashinfer::gemm::DeviceGemmFp4GemmSm100___nv_bfloat16_128_64_128_1_4_1_1SM::Sm10x11xOnly<cutlass::gemm::kernel::GemmUniversal<cute::tuple<int, int, int, int>, cutlass::g.. |
| 837 | cvt_fp16_to_fp4_sf_major                           | 734450734 | 734453326 | 2592        | 23     | compute_kernel  | 1x2   | 512   | 32   | 0      |           |           |            |           | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat16, (bool)0>(int, int, int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                               |
| 838 | vectorized_elementwise_kernel                      | 734453806 | 734455278 | 1472        | 23     | compute_kernel  | 1     | 128   | 32   | 0      |           |           |            |           | void at::native::vectorized_elementwise_kernel<(int)8, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3) |
| 839 | routingIndicesBlockKernel                          | 734455470 | 734462862 | 7392        | 23     | compute_kernel  | 1     | 384   | 40   | 4768   |           |           |            |           | void moe::dev::routing::routingCustom::routingIndicesBlockKernel<moe::dev::routing::routingCustom::KernelParams<float, __nv_bfloat16, (int)384, (int)8, moe::dev::routing::TopKExpertSelect<moe::dev::.. |
| 840 | triton_poi_fused_mul_silu_slice_0                  | 734459086 | 734461358 | 2272        | 3649   | compute_kernel  | 1     | 128   | 16   | 0      |           |           |            |           | triton_poi_fused_mul_silu_slice_0                                                                                                                                                                        |
| 841 | vectorized_elementwise_kernel                      | 734461806 | 734463150 | 1344        | 3649   | compute_kernel  | 1     | 128   | 16   | 0      |           |           |            |           | void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)                                                                  |
| 842 | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512.. | 734462894 | 734472526 | 9632        | 23     | compute_kernel  | 4x8   | 512   | 128  | 202240 |           |           |            |           | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512_s5_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schedS_biasFp32M_bN_tma_tmaSf_rgTma_clmp_swiGlu_dynB_sm100f                                         |
| 843 | cvt_fp16_to_fp4                                    | 734463822 | 734465454 | 1632        | 3649   | compute_kernel  | 128   | 32    | 32   | 0      |           |           |            |           | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, (bool)0>(int, int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                                             |
| 844 | device_kernel                                      | 734465678 | 734470350 | 4672        | 3649   | compute_kernel  | 1x56  | 256   | 109  | 201728 |           |           |            |           | void cutlass::device_kernel<flashinfer::gemm::DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_1_2_1_1SM::Sm10x11xOnly<cutlass::gemm::kernel::GemmUniversal<cute::tuple<int, int, int, int>, cutlass::.. |
| 845 | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_.. | 734468430 | 734476206 | 7776        | 23     | compute_kernel  | 56x8  | 512   | 128  | 184432 |           |           |            |           | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_s9_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schPd2x1x2x3_biasFp32M_bN_rgTma_clmp_dynB_sm100f                                                     |
| 846 | finalizeKernel                                     | 734475022 | 734479150 | 4128        | 23     | compute_kernel  | 28    | 256   | 32   | 0      |           |           |            |           | void moe::dev::finalize::finalizeKernel<moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, (int)4, (bool)1>>(T1)                                                                 |
| 847 | triton_poi_fused_add_mul_0                         | 734479470 | 734481037 | 1567        | 23     | compute_kernel  | 7     | 128   | 26   | 0      |           |           |            |           | triton_poi_fused_add_mul_0                                                                                                                                                                               |
| 848 | allreduce_fusion_kernel_oneshot_lamport            | 734481038 | 734490830 | 9792        | 23     | communication   | 4     | 224   | 62   | 136    | allreduce | 896       |            |           | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, (int)8, (bool)1, (bool)1>(flashinfer:.. |
| 849 | fused_a_gemm_kernel                                | 734491150 | 734498478 | 7328        | 23     | compute_kernel  | 132   | 256   | 48   | 197632 |           |           |            |           | void fused_a_gemm_kernel<(int)1, (int)2112, (int)7168, (int)16, (int)8, (int)256, (int)16>(__nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, int)                                           |
| 850 | triton_poi_fused_1                                 | 734499022 | 734501006 | 1984        | 23     | compute_kernel  | 1     | 128   | 47   | 0      |           |           |            |           | triton_poi_fused_1                                                                                                                                                                                       |
| 851 | triton_red_fused_2                                 | 734501358 | 734503758 | 2400        | 23     | compute_kernel  | 2     | 512   | 26   | 8192   |           |           |            |           | triton_red_fused_2                                                                                                                                                                                       |
| 852 | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN           | 734503726 | 734509422 | 5696        | 23     | compute_kernel  | 96    | 256   | 255  | 172552 |           |           |            |           | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                 |
| 853 | triton_poi_fused_add_clone_copy_expand_index_mul.. | 734509742 | 734511886 | 2144        | 23     | compute_kernel  | 2     | 128   | 56   | 0      |           |           |            |           | triton_poi_fused_add_clone_copy_expand_index_mul_neg_slice_split_stack_unsqueeze_view_3                                                                                                                  |
| 854 | concat_and_cache_mla_kernel                        | 734512206 | 734514574 | 2368        | 23     | compute_kernel  | 1     | 512   | 30   | 0      |           |           |            |           | void vllm::concat_and_cache_mla_kernel<__nv_bfloat16, unsigned char, (vllm::Fp8KVCacheDataType)1>(const T1 *, const T1 *, T2 *, const long *, int, int, int, int, int, int, int, const float *)          |
| 855 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_NNT            | 734514446 | 734517102 | 2656        | 23     | compute_kernel  | 64    | 256   | 255  | 156168 |           |           |            |           | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_NNT                                                                                                                                                                  |
| 856 | triton_poi_fused__to_copy_cat_clamp_mul_reciproc.. | 734517646 | 734519341 | 1695        | 23     | compute_kernel  | 18    | 128   | 16   | 0      |           |           |            |           | triton_poi_fused__to_copy_cat_clamp_mul_reciprocal_view_0                                                                                                                                                |
| 857 | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPe.. | 734519342 | 734528590 | 9248        | 23     | compute_kernel  | 74x2  | 512   | 128  | 161456 |           |           |            |           | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPerCta256PagedKvDenseP32MultiCtasKvVarSeqQ8Kv128StaticSwapsAbForGen                                                                                        |
| 858 | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN            | 734528558 | 734532046 | 3488        | 23     | compute_kernel  | 128   | 256   | 255  | 156168 |           |           |            |           | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                  |
| 859 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT            | 734530958 | 734536622 | 5664        | 23     | compute_kernel  | 112   | 256   | 255  | 156168 |           |           |            |           | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT                                                                                                                                                                  |
| 860 | allreduce_fusion_kernel_oneshot_lamport            | 734534798 | 734542510 | 7712        | 23     | communication   | 4     | 224   | 62   | 136    | allreduce | 896       |            |           | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, (int)8, (bool)1, (bool)1>(flashinfer:.. |
| 861 | router_gemm_kernel_float_output                    | 734542990 | 734545838 | 2848        | 23     | compute_kernel  | 384   | 128   | 64   | 16     |           |           |            |           | void router_gemm_kernel_float_output<__nv_bfloat16, (int)128, (int)8, (int)1, (int)384, (int)7168>(float *, const T1 *, const T1 *)                                                                      |
| 862 | vectorized_elementwise_kernel                      | 734543278 | 734544462 | 1184        | 3649   | compute_kernel  | 14    | 128   | 16   | 0      |           |           |            |           | void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)                                                                  |
| 863 | cvt_fp16_to_fp4                                    | 734545230 | 734547278 | 2048        | 3649   | compute_kernel  | 128x2 | 512   | 32   | 0      |           |           |            |           | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, (bool)0>(int, int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                                             |
| 864 | vectorized_elementwise_kernel                      | 734546318 | 734547854 | 1536        | 23     | compute_kernel  | 1     | 128   | 16   | 0      |           |           |            |           | void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, std::array<char *, (unsigned long)1>>(int, T2, T3)                                                        |
| 865 | device_kernel                                      | 734547502 | 734556750 | 9248        | 3649   | compute_kernel  | 1x8   | 256   | 81   | 218112 |           |           |            |           | void cutlass::device_kernel<flashinfer::gemm::DeviceGemmFp4GemmSm100___nv_bfloat16_128_64_128_1_4_1_1SM::Sm10x11xOnly<cutlass::gemm::kernel::GemmUniversal<cute::tuple<int, int, int, int>, cutlass::g.. |
| 866 | cvt_fp16_to_fp4_sf_major                           | 734548398 | 734550094 | 1696        | 23     | compute_kernel  | 1x2   | 512   | 32   | 0      |           |           |            |           | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat16, (bool)0>(int, int, int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                               |
| 867 | vectorized_elementwise_kernel                      | 734550542 | 734551982 | 1440        | 23     | compute_kernel  | 1     | 128   | 32   | 0      |           |           |            |           | void at::native::vectorized_elementwise_kernel<(int)8, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3) |
| 868 | routingIndicesBlockKernel                          | 734552142 | 734559726 | 7584        | 23     | compute_kernel  | 1     | 384   | 40   | 4768   |           |           |            |           | void moe::dev::routing::routingCustom::routingIndicesBlockKernel<moe::dev::routing::routingCustom::KernelParams<float, __nv_bfloat16, (int)384, (int)8, moe::dev::routing::TopKExpertSelect<moe::dev::.. |
| 869 | triton_poi_fused_mul_silu_slice_0                  | 734557198 | 734559534 | 2336        | 3649   | compute_kernel  | 1     | 128   | 16   | 0      |           |           |            |           | triton_poi_fused_mul_silu_slice_0                                                                                                                                                                        |
| 870 | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512.. | 734559534 | 734569326 | 9792        | 23     | compute_kernel  | 4x8   | 512   | 128  | 202240 |           |           |            |           | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512_s5_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schedS_biasFp32M_bN_tma_tmaSf_rgTma_clmp_swiGlu_dynB_sm100f                                         |
| 871 | vectorized_elementwise_kernel                      | 734560014 | 734561294 | 1280        | 3649   | compute_kernel  | 1     | 128   | 16   | 0      |           |           |            |           | void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)                                                                  |
| 872 | cvt_fp16_to_fp4                                    | 734561774 | 734563470 | 1696        | 3649   | compute_kernel  | 128   | 32    | 32   | 0      |           |           |            |           | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, (bool)0>(int, int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                                             |
| 873 | device_kernel                                      | 734563566 | 734568398 | 4832        | 3649   | compute_kernel  | 1x56  | 256   | 109  | 201728 |           |           |            |           | void cutlass::device_kernel<flashinfer::gemm::DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_1_2_1_1SM::Sm10x11xOnly<cutlass::gemm::kernel::GemmUniversal<cute::tuple<int, int, int, int>, cutlass::.. |
| 874 | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_.. | 734565134 | 734573262 | 8128        | 23     | compute_kernel  | 56x8  | 512   | 128  | 184432 |           |           |            |           | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_s9_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schPd2x1x2x3_biasFp32M_bN_rgTma_clmp_dynB_sm100f                                                     |
| 875 | finalizeKernel                                     | 734571758 | 734575598 | 3840        | 23     | compute_kernel  | 28    | 256   | 32   | 0      |           |           |            |           | void moe::dev::finalize::finalizeKernel<moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, (int)4, (bool)1>>(T1)                                                                 |
| 876 | triton_poi_fused_add_mul_0                         | 734576078 | 734577710 | 1632        | 23     | compute_kernel  | 7     | 128   | 26   | 0      |           |           |            |           | triton_poi_fused_add_mul_0                                                                                                                                                                               |
| 877 | allreduce_fusion_kernel_oneshot_lamport            | 734577678 | 734588302 | 10624       | 23     | communication   | 4     | 224   | 62   | 136    | allreduce | 896       |            |           | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, (int)8, (bool)1, (bool)1>(flashinfer:.. |
| 878 | fused_a_gemm_kernel                                | 734588622 | 734596046 | 7424        | 23     | compute_kernel  | 132   | 256   | 48   | 197632 |           |           |            |           | void fused_a_gemm_kernel<(int)1, (int)2112, (int)7168, (int)16, (int)8, (int)256, (int)16>(__nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, int)                                           |
| 879 | triton_poi_fused_1                                 | 734596206 | 734597870 | 1664        | 23     | compute_kernel  | 1     | 128   | 47   | 0      |           |           |            |           | triton_poi_fused_1                                                                                                                                                                                       |
| 880 | triton_red_fused_2                                 | 734598222 | 734600526 | 2304        | 23     | compute_kernel  | 2     | 512   | 26   | 8192   |           |           |            |           | triton_red_fused_2                                                                                                                                                                                       |
| 881 | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN           | 734600494 | 734606094 | 5600        | 23     | compute_kernel  | 96    | 256   | 255  | 172552 |           |           |            |           | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                 |
| 882 | triton_poi_fused_add_clone_copy_expand_index_mul.. | 734606382 | 734608366 | 1984        | 23     | compute_kernel  | 2     | 128   | 56   | 0      |           |           |            |           | triton_poi_fused_add_clone_copy_expand_index_mul_neg_slice_split_stack_unsqueeze_view_3                                                                                                                  |
| 883 | concat_and_cache_mla_kernel                        | 734608686 | 734610925 | 2239        | 23     | compute_kernel  | 1     | 512   | 30   | 0      |           |           |            |           | void vllm::concat_and_cache_mla_kernel<__nv_bfloat16, unsigned char, (vllm::Fp8KVCacheDataType)1>(const T1 *, const T1 *, T2 *, const long *, int, int, int, int, int, int, int, const float *)          |
| 884 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_NNT            | 734610926 | 734613806 | 2880        | 23     | compute_kernel  | 64    | 256   | 255  | 156168 |           |           |            |           | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_NNT                                                                                                                                                                  |
| 885 | triton_poi_fused__to_copy_cat_clamp_mul_reciproc.. | 734614158 | 734616045 | 1887        | 23     | compute_kernel  | 18    | 128   | 16   | 0      |           |           |            |           | triton_poi_fused__to_copy_cat_clamp_mul_reciprocal_view_0                                                                                                                                                |
| 886 | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPe.. | 734616046 | 734625678 | 9632        | 23     | compute_kernel  | 74x2  | 512   | 128  | 161456 |           |           |            |           | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPerCta256PagedKvDenseP32MultiCtasKvVarSeqQ8Kv128StaticSwapsAbForGen                                                                                        |
| 887 | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN            | 734625390 | 734629262 | 3872        | 23     | compute_kernel  | 128   | 256   | 255  | 156168 |           |           |            |           | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                  |
| 888 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT            | 734628142 | 734633550 | 5408        | 23     | compute_kernel  | 112   | 256   | 255  | 156168 |           |           |            |           | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT                                                                                                                                                                  |
| 889 | allreduce_fusion_kernel_oneshot_lamport            | 734632142 | 734640046 | 7904        | 23     | communication   | 4     | 224   | 62   | 136    | allreduce | 896       |            |           | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, (int)8, (bool)1, (bool)1>(flashinfer:.. |
| 890 | router_gemm_kernel_float_output                    | 734640398 | 734643790 | 3392        | 23     | compute_kernel  | 384   | 128   | 64   | 16     |           |           |            |           | void router_gemm_kernel_float_output<__nv_bfloat16, (int)128, (int)8, (int)1, (int)384, (int)7168>(float *, const T1 *, const T1 *)                                                                      |
| 891 | vectorized_elementwise_kernel                      | 734640654 | 734642158 | 1504        | 3649   | compute_kernel  | 14    | 128   | 16   | 0      |           |           |            |           | void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)                                                                  |
| 892 | cvt_fp16_to_fp4                                    | 734642862 | 734644974 | 2112        | 3649   | compute_kernel  | 128x2 | 512   | 32   | 0      |           |           |            |           | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, (bool)0>(int, int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                                             |
| 893 | vectorized_elementwise_kernel                      | 734644238 | 734646766 | 2528        | 23     | compute_kernel  | 1     | 128   | 16   | 0      |           |           |            |           | void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, std::array<char *, (unsigned long)1>>(int, T2, T3)                                                        |
| 894 | device_kernel                                      | 734645422 | 734654798 | 9376        | 3649   | compute_kernel  | 1x8   | 256   | 81   | 218112 |           |           |            |           | void cutlass::device_kernel<flashinfer::gemm::DeviceGemmFp4GemmSm100___nv_bfloat16_128_64_128_1_4_1_1SM::Sm10x11xOnly<cutlass::gemm::kernel::GemmUniversal<cute::tuple<int, int, int, int>, cutlass::g.. |
| 895 | cvt_fp16_to_fp4_sf_major                           | 734647214 | 734649806 | 2592        | 23     | compute_kernel  | 1x2   | 512   | 32   | 0      |           |           |            |           | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat16, (bool)0>(int, int, int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                               |
| 896 | vectorized_elementwise_kernel                      | 734650254 | 734651886 | 1632        | 23     | compute_kernel  | 1     | 128   | 32   | 0      |           |           |            |           | void at::native::vectorized_elementwise_kernel<(int)8, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3) |
| 897 | routingIndicesBlockKernel                          | 734652046 | 734659662 | 7616        | 23     | compute_kernel  | 1     | 384   | 40   | 4768   |           |           |            |           | void moe::dev::routing::routingCustom::routingIndicesBlockKernel<moe::dev::routing::routingCustom::KernelParams<float, __nv_bfloat16, (int)384, (int)8, moe::dev::routing::TopKExpertSelect<moe::dev::.. |
| 898 | triton_poi_fused_mul_silu_slice_0                  | 734655278 | 734657166 | 1888        | 3649   | compute_kernel  | 1     | 128   | 16   | 0      |           |           |            |           | triton_poi_fused_mul_silu_slice_0                                                                                                                                                                        |
| 899 | vectorized_elementwise_kernel                      | 734657614 | 734658958 | 1344        | 3649   | compute_kernel  | 1     | 128   | 16   | 0      |           |           |            |           | void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)                                                                  |
| 900 | cvt_fp16_to_fp4                                    | 734659278 | 734660654 | 1376        | 3649   | compute_kernel  | 128   | 32    | 32   | 0      |           |           |            |           | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, (bool)0>(int, int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                                             |
| 901 | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512.. | 734659758 | 734669390 | 9632        | 23     | compute_kernel  | 4x8   | 512   | 128  | 202240 |           |           |            |           | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512_s5_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schedS_biasFp32M_bN_tma_tmaSf_rgTma_clmp_swiGlu_dynB_sm100f                                         |
| 902 | device_kernel                                      | 734660814 | 734665806 | 4992        | 3649   | compute_kernel  | 1x56  | 256   | 109  | 201728 |           |           |            |           | void cutlass::device_kernel<flashinfer::gemm::DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_1_2_1_1SM::Sm10x11xOnly<cutlass::gemm::kernel::GemmUniversal<cute::tuple<int, int, int, int>, cutlass::.. |
