# GPU Operations Trace - nvidia/Kimi-K2.5-NVFP4 on vLLM (GPU 0)
# Trace: trace-vllm-nvidia__Kimi-K2.5-NVFP4-tp_8-isl_4-osl_1024-b_1-mode_kimi_k25_nvfp4_b200.sqlite
# Total ops on device 0: 89772 | Showing last 1000 (steady-state)
# Time window: 731620171 .. 778401251 ns
# Categories: {'compute_kernel': 920, 'communication': 68, 'memory_transfer': 12}
#
+-----+----------------------------------------------------+-----------+-----------+-------------+--------+-----------------+-------+-------+------+--------+-----------+-----------+------------+-----------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| idx | short_name                                         | start_ns  | end_ns    | duration_ns | stream | category        | grid  | block | regs | shmem  | comm_algo | comm_size | xfer_bytes | xfer_kind | full_name                                                                                                                                                                                                |
| 277 | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPe.. | 732560268 | 732569612 | 9344        | 23     | compute_kernel  | 74x2  | 512   | 128  | 161456 |           |           |            |           | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPerCta256PagedKvDenseP32MultiCtasKvVarSeqQ8Kv128StaticSwapsAbForGen                                                                                        |
| 278 | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN            | 732569260 | 732573228 | 3968        | 23     | compute_kernel  | 128   | 256   | 255  | 156168 |           |           |            |           | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                  |
| 279 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT            | 732571948 | 732577420 | 5472        | 23     | compute_kernel  | 112   | 256   | 255  | 156168 |           |           |            |           | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT                                                                                                                                                                  |
| 280 | allreduce_fusion_kernel_oneshot_lamport            | 732575852 | 732584108 | 8256        | 23     | communication   | 4     | 224   | 62   | 136    | allreduce | 896       |            |           | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, (int)8, (bool)1, (bool)1>(flashinfer:.. |
| 281 | router_gemm_kernel_float_output                    | 732584428 | 732587340 | 2912        | 23     | compute_kernel  | 384   | 128   | 64   | 16     |           |           |            |           | void router_gemm_kernel_float_output<__nv_bfloat16, (int)128, (int)8, (int)1, (int)384, (int)7168>(float *, const T1 *, const T1 *)                                                                      |
| 282 | vectorized_elementwise_kernel                      | 732584684 | 732585964 | 1280        | 3649   | compute_kernel  | 14    | 128   | 16   | 0      |           |           |            |           | void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)                                                                  |
| 283 | cvt_fp16_to_fp4                                    | 732586444 | 732588332 | 1888        | 3649   | compute_kernel  | 128x2 | 512   | 32   | 0      |           |           |            |           | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, (bool)0>(int, int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                                             |
| 284 | vectorized_elementwise_kernel                      | 732587884 | 732590060 | 2176        | 23     | compute_kernel  | 1     | 128   | 16   | 0      |           |           |            |           | void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, std::array<char *, (unsigned long)1>>(int, T2, T3)                                                        |
| 285 | device_kernel                                      | 732588556 | 732597612 | 9056        | 3649   | compute_kernel  | 1x8   | 256   | 81   | 218112 |           |           |            |           | void cutlass::device_kernel<flashinfer::gemm::DeviceGemmFp4GemmSm100___nv_bfloat16_128_64_128_1_4_1_1SM::Sm10x11xOnly<cutlass::gemm::kernel::GemmUniversal<cute::tuple<int, int, int, int>, cutlass::g.. |
| 286 | cvt_fp16_to_fp4_sf_major                           | 732590508 | 732593036 | 2528        | 23     | compute_kernel  | 1x2   | 512   | 32   | 0      |           |           |            |           | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat16, (bool)0>(int, int, int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                               |
| 287 | vectorized_elementwise_kernel                      | 732593516 | 732595212 | 1696        | 23     | compute_kernel  | 1     | 128   | 32   | 0      |           |           |            |           | void at::native::vectorized_elementwise_kernel<(int)8, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3) |
| 288 | routingIndicesBlockKernel                          | 732595340 | 732602860 | 7520        | 23     | compute_kernel  | 1     | 384   | 40   | 4768   |           |           |            |           | void moe::dev::routing::routingCustom::routingIndicesBlockKernel<moe::dev::routing::routingCustom::KernelParams<float, __nv_bfloat16, (int)384, (int)8, moe::dev::routing::TopKExpertSelect<moe::dev::.. |
| 289 | triton_poi_fused_mul_silu_slice_0                  | 732598092 | 732600364 | 2272        | 3649   | compute_kernel  | 1     | 128   | 16   | 0      |           |           |            |           | triton_poi_fused_mul_silu_slice_0                                                                                                                                                                        |
| 290 | vectorized_elementwise_kernel                      | 732600812 | 732601900 | 1088        | 3649   | compute_kernel  | 1     | 128   | 16   | 0      |           |           |            |           | void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)                                                                  |
| 291 | cvt_fp16_to_fp4                                    | 732602380 | 732603820 | 1440        | 3649   | compute_kernel  | 128   | 32    | 32   | 0      |           |           |            |           | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, (bool)0>(int, int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                                             |
| 292 | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512.. | 732603340 | 732613196 | 9856        | 23     | compute_kernel  | 4x8   | 512   | 128  | 202240 |           |           |            |           | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512_s5_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schedS_biasFp32M_bN_tma_tmaSf_rgTma_clmp_swiGlu_dynB_sm100f                                         |
| 293 | device_kernel                                      | 732604140 | 732609036 | 4896        | 3649   | compute_kernel  | 1x56  | 256   | 109  | 201728 |           |           |            |           | void cutlass::device_kernel<flashinfer::gemm::DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_1_2_1_1SM::Sm10x11xOnly<cutlass::gemm::kernel::GemmUniversal<cute::tuple<int, int, int, int>, cutlass::.. |
| 294 | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_.. | 732609196 | 732617004 | 7808        | 23     | compute_kernel  | 56x8  | 512   | 128  | 184432 |           |           |            |           | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_s9_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schPd2x1x2x3_biasFp32M_bN_rgTma_clmp_dynB_sm100f                                                     |
| 295 | finalizeKernel                                     | 732615500 | 732619948 | 4448        | 23     | compute_kernel  | 28    | 256   | 32   | 0      |           |           |            |           | void moe::dev::finalize::finalizeKernel<moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, (int)4, (bool)1>>(T1)                                                                 |
| 296 | triton_poi_fused_add_mul_0                         | 732620428 | 732621995 | 1567        | 23     | compute_kernel  | 7     | 128   | 26   | 0      |           |           |            |           | triton_poi_fused_add_mul_0                                                                                                                                                                               |
| 297 | allreduce_fusion_kernel_oneshot_lamport            | 732621996 | 732629036 | 7040        | 23     | communication   | 4     | 224   | 62   | 136    | allreduce | 896       |            |           | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, (int)8, (bool)1, (bool)1>(flashinfer:.. |
| 298 | fused_a_gemm_kernel                                | 732629356 | 732636940 | 7584        | 23     | compute_kernel  | 132   | 256   | 48   | 197632 |           |           |            |           | void fused_a_gemm_kernel<(int)1, (int)2112, (int)7168, (int)16, (int)8, (int)256, (int)16>(__nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, int)                                           |
| 299 | triton_poi_fused_1                                 | 732637260 | 732639020 | 1760        | 23     | compute_kernel  | 1     | 128   | 47   | 0      |           |           |            |           | triton_poi_fused_1                                                                                                                                                                                       |
| 300 | triton_red_fused_2                                 | 732639340 | 732641771 | 2431        | 23     | compute_kernel  | 2     | 512   | 26   | 8192   |           |           |            |           | triton_red_fused_2                                                                                                                                                                                       |
| 301 | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN           | 732641772 | 732647564 | 5792        | 23     | compute_kernel  | 96    | 256   | 255  | 172552 |           |           |            |           | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                 |
| 302 | triton_poi_fused_add_clone_copy_expand_index_mul.. | 732647852 | 732649964 | 2112        | 23     | compute_kernel  | 2     | 128   | 56   | 0      |           |           |            |           | triton_poi_fused_add_clone_copy_expand_index_mul_neg_slice_split_stack_unsqueeze_view_3                                                                                                                  |
| 303 | concat_and_cache_mla_kernel                        | 732650156 | 732652235 | 2079        | 23     | compute_kernel  | 1     | 512   | 30   | 0      |           |           |            |           | void vllm::concat_and_cache_mla_kernel<__nv_bfloat16, unsigned char, (vllm::Fp8KVCacheDataType)1>(const T1 *, const T1 *, T2 *, const long *, int, int, int, int, int, int, int, const float *)          |
| 304 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_NNT            | 732652236 | 732655116 | 2880        | 23     | compute_kernel  | 64    | 256   | 255  | 156168 |           |           |            |           | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_NNT                                                                                                                                                                  |
| 305 | triton_poi_fused__to_copy_cat_clamp_mul_reciproc.. | 732655436 | 732657132 | 1696        | 23     | compute_kernel  | 18    | 128   | 16   | 0      |           |           |            |           | triton_poi_fused__to_copy_cat_clamp_mul_reciprocal_view_0                                                                                                                                                |
| 306 | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPe.. | 732657420 | 732666956 | 9536        | 23     | compute_kernel  | 74x2  | 512   | 128  | 161456 |           |           |            |           | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPerCta256PagedKvDenseP32MultiCtasKvVarSeqQ8Kv128StaticSwapsAbForGen                                                                                        |
| 307 | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN            | 732666508 | 732670508 | 4000        | 23     | compute_kernel  | 128   | 256   | 255  | 156168 |           |           |            |           | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                  |
| 308 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT            | 732669196 | 732674764 | 5568        | 23     | compute_kernel  | 112   | 256   | 255  | 156168 |           |           |            |           | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT                                                                                                                                                                  |
| 309 | allreduce_fusion_kernel_oneshot_lamport            | 732673260 | 732681164 | 7904        | 23     | communication   | 4     | 224   | 62   | 136    | allreduce | 896       |            |           | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, (int)8, (bool)1, (bool)1>(flashinfer:.. |
| 310 | router_gemm_kernel_float_output                    | 732681484 | 732684364 | 2880        | 23     | compute_kernel  | 384   | 128   | 64   | 16     |           |           |            |           | void router_gemm_kernel_float_output<__nv_bfloat16, (int)128, (int)8, (int)1, (int)384, (int)7168>(float *, const T1 *, const T1 *)                                                                      |
| 311 | vectorized_elementwise_kernel                      | 732681804 | 732683212 | 1408        | 3649   | compute_kernel  | 14    | 128   | 16   | 0      |           |           |            |           | void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)                                                                  |
| 312 | cvt_fp16_to_fp4                                    | 732683788 | 732685612 | 1824        | 3649   | compute_kernel  | 128x2 | 512   | 32   | 0      |           |           |            |           | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, (bool)0>(int, int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                                             |
| 313 | vectorized_elementwise_kernel                      | 732684972 | 732687340 | 2368        | 23     | compute_kernel  | 1     | 128   | 16   | 0      |           |           |            |           | void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, std::array<char *, (unsigned long)1>>(int, T2, T3)                                                        |
| 314 | device_kernel                                      | 732685932 | 732695148 | 9216        | 3649   | compute_kernel  | 1x8   | 256   | 81   | 218112 |           |           |            |           | void cutlass::device_kernel<flashinfer::gemm::DeviceGemmFp4GemmSm100___nv_bfloat16_128_64_128_1_4_1_1SM::Sm10x11xOnly<cutlass::gemm::kernel::GemmUniversal<cute::tuple<int, int, int, int>, cutlass::g.. |
| 315 | cvt_fp16_to_fp4_sf_major                           | 732687788 | 732690572 | 2784        | 23     | compute_kernel  | 1x2   | 512   | 32   | 0      |           |           |            |           | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat16, (bool)0>(int, int, int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                               |
| 316 | vectorized_elementwise_kernel                      | 732691020 | 732693004 | 1984        | 23     | compute_kernel  | 1     | 128   | 32   | 0      |           |           |            |           | void at::native::vectorized_elementwise_kernel<(int)8, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3) |
| 317 | routingIndicesBlockKernel                          | 732693164 | 732700972 | 7808        | 23     | compute_kernel  | 1     | 384   | 40   | 4768   |           |           |            |           | void moe::dev::routing::routingCustom::routingIndicesBlockKernel<moe::dev::routing::routingCustom::KernelParams<float, __nv_bfloat16, (int)384, (int)8, moe::dev::routing::TopKExpertSelect<moe::dev::.. |
| 318 | triton_poi_fused_mul_silu_slice_0                  | 732695596 | 732698092 | 2496        | 3649   | compute_kernel  | 1     | 128   | 16   | 0      |           |           |            |           | triton_poi_fused_mul_silu_slice_0                                                                                                                                                                        |
| 319 | vectorized_elementwise_kernel                      | 732698540 | 732699884 | 1344        | 3649   | compute_kernel  | 1     | 128   | 16   | 0      |           |           |            |           | void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)                                                                  |
| 320 | cvt_fp16_to_fp4                                    | 732700364 | 732701836 | 1472        | 3649   | compute_kernel  | 128   | 32    | 32   | 0      |           |           |            |           | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, (bool)0>(int, int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                                             |
| 321 | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512.. | 732701324 | 732711628 | 10304       | 23     | compute_kernel  | 4x8   | 512   | 128  | 202240 |           |           |            |           | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512_s5_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schedS_biasFp32M_bN_tma_tmaSf_rgTma_clmp_swiGlu_dynB_sm100f                                         |
| 322 | device_kernel                                      | 732702444 | 732707084 | 4640        | 3649   | compute_kernel  | 1x56  | 256   | 109  | 201728 |           |           |            |           | void cutlass::device_kernel<flashinfer::gemm::DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_1_2_1_1SM::Sm10x11xOnly<cutlass::gemm::kernel::GemmUniversal<cute::tuple<int, int, int, int>, cutlass::.. |
| 323 | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_.. | 732707596 | 732715244 | 7648        | 23     | compute_kernel  | 56x8  | 512   | 128  | 184432 |           |           |            |           | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_s9_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schPd2x1x2x3_biasFp32M_bN_rgTma_clmp_dynB_sm100f                                                     |
| 324 | finalizeKernel                                     | 732713900 | 732717964 | 4064        | 23     | compute_kernel  | 28    | 256   | 32   | 0      |           |           |            |           | void moe::dev::finalize::finalizeKernel<moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, (int)4, (bool)1>>(T1)                                                                 |
| 325 | triton_poi_fused_add_mul_0                         | 732718284 | 732719915 | 1631        | 23     | compute_kernel  | 7     | 128   | 26   | 0      |           |           |            |           | triton_poi_fused_add_mul_0                                                                                                                                                                               |
| 326 | allreduce_fusion_kernel_oneshot_lamport            | 732719916 | 732726700 | 6784        | 23     | communication   | 4     | 224   | 62   | 136    | allreduce | 896       |            |           | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, (int)8, (bool)1, (bool)1>(flashinfer:.. |
| 327 | fused_a_gemm_kernel                                | 732726860 | 732733996 | 7136        | 23     | compute_kernel  | 132   | 256   | 48   | 197632 |           |           |            |           | void fused_a_gemm_kernel<(int)1, (int)2112, (int)7168, (int)16, (int)8, (int)256, (int)16>(__nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, int)                                           |
| 328 | triton_poi_fused_1                                 | 732734316 | 732735948 | 1632        | 23     | compute_kernel  | 1     | 128   | 47   | 0      |           |           |            |           | triton_poi_fused_1                                                                                                                                                                                       |
| 329 | triton_red_fused_2                                 | 732736268 | 732738380 | 2112        | 23     | compute_kernel  | 2     | 512   | 26   | 8192   |           |           |            |           | triton_red_fused_2                                                                                                                                                                                       |
| 330 | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN           | 732738348 | 732743724 | 5376        | 23     | compute_kernel  | 96    | 256   | 255  | 172552 |           |           |            |           | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                 |
| 331 | triton_poi_fused_add_clone_copy_expand_index_mul.. | 732744076 | 732746060 | 1984        | 23     | compute_kernel  | 2     | 128   | 56   | 0      |           |           |            |           | triton_poi_fused_add_clone_copy_expand_index_mul_neg_slice_split_stack_unsqueeze_view_3                                                                                                                  |
| 332 | concat_and_cache_mla_kernel                        | 732746380 | 732748939 | 2559        | 23     | compute_kernel  | 1     | 512   | 30   | 0      |           |           |            |           | void vllm::concat_and_cache_mla_kernel<__nv_bfloat16, unsigned char, (vllm::Fp8KVCacheDataType)1>(const T1 *, const T1 *, T2 *, const long *, int, int, int, int, int, int, int, const float *)          |
| 333 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_NNT            | 732748940 | 732751756 | 2816        | 23     | compute_kernel  | 64    | 256   | 255  | 156168 |           |           |            |           | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_NNT                                                                                                                                                                  |
| 334 | triton_poi_fused__to_copy_cat_clamp_mul_reciproc.. | 732752076 | 732753740 | 1664        | 23     | compute_kernel  | 18    | 128   | 16   | 0      |           |           |            |           | triton_poi_fused__to_copy_cat_clamp_mul_reciprocal_view_0                                                                                                                                                |
| 335 | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPe.. | 732753772 | 732763244 | 9472        | 23     | compute_kernel  | 74x2  | 512   | 128  | 161456 |           |           |            |           | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPerCta256PagedKvDenseP32MultiCtasKvVarSeqQ8Kv128StaticSwapsAbForGen                                                                                        |
| 336 | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN            | 732762828 | 732766476 | 3648        | 23     | compute_kernel  | 128   | 256   | 255  | 156168 |           |           |            |           | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                  |
| 337 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT            | 732765452 | 732770796 | 5344        | 23     | compute_kernel  | 112   | 256   | 255  | 156168 |           |           |            |           | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT                                                                                                                                                                  |
| 338 | allreduce_fusion_kernel_oneshot_lamport            | 732769420 | 732778092 | 8672        | 23     | communication   | 4     | 224   | 62   | 136    | allreduce | 896       |            |           | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, (int)8, (bool)1, (bool)1>(flashinfer:.. |
| 339 | router_gemm_kernel_float_output                    | 732778732 | 732781612 | 2880        | 23     | compute_kernel  | 384   | 128   | 64   | 16     |           |           |            |           | void router_gemm_kernel_float_output<__nv_bfloat16, (int)128, (int)8, (int)1, (int)384, (int)7168>(float *, const T1 *, const T1 *)                                                                      |
| 340 | vectorized_elementwise_kernel                      | 732778988 | 732780364 | 1376        | 3649   | compute_kernel  | 14    | 128   | 16   | 0      |           |           |            |           | void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)                                                                  |
| 341 | cvt_fp16_to_fp4                                    | 732780972 | 732782956 | 1984        | 3649   | compute_kernel  | 128x2 | 512   | 32   | 0      |           |           |            |           | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, (bool)0>(int, int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                                             |
| 342 | vectorized_elementwise_kernel                      | 732782220 | 732784172 | 1952        | 23     | compute_kernel  | 1     | 128   | 16   | 0      |           |           |            |           | void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, std::array<char *, (unsigned long)1>>(int, T2, T3)                                                        |
| 343 | device_kernel                                      | 732783084 | 732792236 | 9152        | 3649   | compute_kernel  | 1x8   | 256   | 81   | 218112 |           |           |            |           | void cutlass::device_kernel<flashinfer::gemm::DeviceGemmFp4GemmSm100___nv_bfloat16_128_64_128_1_4_1_1SM::Sm10x11xOnly<cutlass::gemm::kernel::GemmUniversal<cute::tuple<int, int, int, int>, cutlass::g.. |
| 344 | cvt_fp16_to_fp4_sf_major                           | 732784620 | 732787116 | 2496        | 23     | compute_kernel  | 1x2   | 512   | 32   | 0      |           |           |            |           | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat16, (bool)0>(int, int, int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                               |
| 345 | vectorized_elementwise_kernel                      | 732787596 | 732788844 | 1248        | 23     | compute_kernel  | 1     | 128   | 32   | 0      |           |           |            |           | void at::native::vectorized_elementwise_kernel<(int)8, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3) |
| 346 | routingIndicesBlockKernel                          | 732789324 | 732797164 | 7840        | 23     | compute_kernel  | 1     | 384   | 40   | 4768   |           |           |            |           | void moe::dev::routing::routingCustom::routingIndicesBlockKernel<moe::dev::routing::routingCustom::KernelParams<float, __nv_bfloat16, (int)384, (int)8, moe::dev::routing::TopKExpertSelect<moe::dev::.. |
| 347 | triton_poi_fused_mul_silu_slice_0                  | 732792716 | 732795180 | 2464        | 3649   | compute_kernel  | 1     | 128   | 16   | 0      |           |           |            |           | triton_poi_fused_mul_silu_slice_0                                                                                                                                                                        |
| 348 | vectorized_elementwise_kernel                      | 732795628 | 732796972 | 1344        | 3649   | compute_kernel  | 1     | 128   | 16   | 0      |           |           |            |           | void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)                                                                  |
| 349 | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512.. | 732796876 | 732807020 | 10144       | 23     | compute_kernel  | 4x8   | 512   | 128  | 202240 |           |           |            |           | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512_s5_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schedS_biasFp32M_bN_tma_tmaSf_rgTma_clmp_swiGlu_dynB_sm100f                                         |
| 350 | cvt_fp16_to_fp4                                    | 732797452 | 732798988 | 1536        | 3649   | compute_kernel  | 128   | 32    | 32   | 0      |           |           |            |           | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, (bool)0>(int, int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                                             |
| 351 | device_kernel                                      | 732799436 | 732804236 | 4800        | 3649   | compute_kernel  | 1x56  | 256   | 109  | 201728 |           |           |            |           | void cutlass::device_kernel<flashinfer::gemm::DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_1_2_1_1SM::Sm10x11xOnly<cutlass::gemm::kernel::GemmUniversal<cute::tuple<int, int, int, int>, cutlass::.. |
| 352 | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_.. | 732803084 | 732811084 | 8000        | 23     | compute_kernel  | 56x8  | 512   | 128  | 184432 |           |           |            |           | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_s9_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schPd2x1x2x3_biasFp32M_bN_rgTma_clmp_dynB_sm100f                                                     |
| 353 | finalizeKernel                                     | 732809324 | 732813612 | 4288        | 23     | compute_kernel  | 28    | 256   | 32   | 0      |           |           |            |           | void moe::dev::finalize::finalizeKernel<moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, (int)4, (bool)1>>(T1)                                                                 |
| 354 | triton_poi_fused_add_mul_0                         | 732814060 | 732815563 | 1503        | 23     | compute_kernel  | 7     | 128   | 26   | 0      |           |           |            |           | triton_poi_fused_add_mul_0                                                                                                                                                                               |
| 355 | allreduce_fusion_kernel_oneshot_lamport            | 732815564 | 732824108 | 8544        | 23     | communication   | 4     | 224   | 62   | 136    | allreduce | 896       |            |           | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, (int)8, (bool)1, (bool)1>(flashinfer:.. |
| 356 | fused_a_gemm_kernel                                | 732824524 | 732832140 | 7616        | 23     | compute_kernel  | 132   | 256   | 48   | 197632 |           |           |            |           | void fused_a_gemm_kernel<(int)1, (int)2112, (int)7168, (int)16, (int)8, (int)256, (int)16>(__nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, int)                                           |
| 357 | triton_poi_fused_1                                 | 732832460 | 732834380 | 1920        | 23     | compute_kernel  | 1     | 128   | 47   | 0      |           |           |            |           | triton_poi_fused_1                                                                                                                                                                                       |
| 358 | triton_red_fused_2                                 | 732834700 | 732837132 | 2432        | 23     | compute_kernel  | 2     | 512   | 26   | 8192   |           |           |            |           | triton_red_fused_2                                                                                                                                                                                       |
| 359 | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN           | 732837100 | 732842860 | 5760        | 23     | compute_kernel  | 96    | 256   | 255  | 172552 |           |           |            |           | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                 |
| 360 | triton_poi_fused_add_clone_copy_expand_index_mul.. | 732843404 | 732845324 | 1920        | 23     | compute_kernel  | 2     | 128   | 56   | 0      |           |           |            |           | triton_poi_fused_add_clone_copy_expand_index_mul_neg_slice_split_stack_unsqueeze_view_3                                                                                                                  |
| 361 | concat_and_cache_mla_kernel                        | 732845676 | 732848139 | 2463        | 23     | compute_kernel  | 1     | 512   | 30   | 0      |           |           |            |           | void vllm::concat_and_cache_mla_kernel<__nv_bfloat16, unsigned char, (vllm::Fp8KVCacheDataType)1>(const T1 *, const T1 *, T2 *, const long *, int, int, int, int, int, int, int, const float *)          |
| 362 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_NNT            | 732848140 | 732850988 | 2848        | 23     | compute_kernel  | 64    | 256   | 255  | 156168 |           |           |            |           | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_NNT                                                                                                                                                                  |
